cid,boro,x,y
285373,staten island,-8249836.42,4959090.48
4544094,,-8212298.21,4952906.76
3628066,,-8263815.20,4941931.65
3017249,,-8207259.08,4975708.45
3793696,,-8207904.43,4974577.89
4306941,,-8224963.03,4986954.10
3673270,brooklyn,-8228224.69,4967095.88
4485563,,-8228413.93,4977199.91
4624878,,-8224898.46,4993212.35
276069,queens,-8228001.56,4977467.36
4369559,brooklyn,-8226908.89,4963512.73
3205825,bronx,-8224252.61,4993118.89
58555,manhattan,-8234962.69,4982228.64
3897876,,-8238761.08,4971893.42
3234105,manhattan,-8235983.98,4976918.55
161956,brooklyn,-8227859.85,4962859.13
4027645,bronx,-8219057.53,4994433.25
3334906,brooklyn,-8228034.96,4964741.39
28258,manhattan,-8236494.83,4975871.50
89274,bronx,-8217195.59,4985856.68
2808820,bronx,-8220049.61,4995902.92
2992103,,-8230849.68,4971634.77
3921302,queens,-8223700.22,4976200.13
1031108,queens,-8221430.81,4975351.07
311570,manhattan,-8236494.83,4975871.50
3824518,queens,-8215209.21,4971647.53
3561706,brooklyn,-8237976.95,4955962.03
320693,brooklyn,-8228691.46,4962613.41
4535119,queens,-8214598.07,4969241.85
3952265,,-8209219.11,4963130.42
185652,brooklyn,-8228606.88,4969053.32
4007169,manhattan,-8231784.69,4984397.57
3348521,,-8231492.76,4971094.14
130472,brooklyn,-8236181.48,4959395.99
200846,brooklyn,-8231451.53,4970326.08
4162241,bronx,-8220573.03,4994004.08
3322369,brooklyn,-8228935.68,4962324.83
3922709,queens,-8223501.40,4969424.97
3388801,manhattan,-8234026.33,4977893.45
223925,queens,-8212464.99,4962269.13
4123154,,-8227590.17,4993862.75
4111495,,-8231870.40,4981369.42
3760497,queens,-8213204.35,4970169.54
3641135,manhattan,-8237353.56,4971341.57
4542579,brooklyn,-8235176.59,4962819.30
3353417,brooklyn,-8231165.26,4957524.95
4395485,manhattan,-8235053.70,4975187.67
4436524,bronx,-8227947.50,4988078.28
3353615,,-8235313.89,4967641.63
3363993,queens,-8211510.40,4966051.88
3759623,brooklyn,-8231495.26,4961009.42
2937942,,-8223387.55,4989311.76
4074517,,-8232549.90,4977912.29
3355368,manhattan,-8230864.39,4983191.28
5560,manhattan,-8236990.20,4970287.31
3737311,,-8235860.09,4980742.50
4018437,,-8236282.55,4975502.56
3824651,,-8218617.15,4977953.15
68498,manhattan,-8231379.65,4988546.13
4063289,,-8232445.48,4962102.00
4034460,bronx,-8219202.25,4995224.63
3980243,,-8238159.95,4971327.33
4140829,bronx,-8227375.32,4984562.59
3132736,bronx,-8229002.40,4983576.91
1006155,queens,-8216306.13,4974144.59
4491020,queens,-8209575.34,4965760.23
4397853,brooklyn,-8232061.87,4965520.66
4475703,bronx,-8225387.16,4990633.28
4476427,staten island,-8250475.23,4948821.31
3439221,,-8219660.88,4977908.32
3570515,brooklyn,-8225735.14,4964127.54
4594802,manhattan,-8230560.17,4985091.65
3335336,bronx,-8226402.60,4988671.68
3997930,,-8234898.29,4974253.92
191656,brooklyn,-8235132.94,4965850.58
3931949,brooklyn,-8233510.14,4960618.70
3478933,manhattan,-8233268.58,4979691.35
4256740,queens,-8219328.04,4978023.26
3482665,queens,-8208475.50,4978183.62
3298111,manhattan,-8228962.05,4992804.65
3886654,brooklyn,-8227645.83,4961758.92
4563753,brooklyn,-8228839.17,4962408.40
2833741,,-8236668.34,4969614.70
4605555,queens,-8214025.89,4969926.19
4253281,,-8226659.54,4994615.07
3666922,manhattan,-8237040.08,4973284.41
3310864,queens,-8212350.82,4963904.26
3793498,queens,-8227848.99,4978112.92
4533923,brooklyn,-8228686.67,4958134.60
3849794,queens,-8215578.35,4977385.09
3345492,brooklyn,-8230444.14,4968531.71
4547281,,-8233248.09,4962141.33
4047843,brooklyn,-8226839.21,4963718.94
1003976,brooklyn,-8238810.20,4961627.04
3243212,,-8212210.65,4963488.97
4048372,,-8226809.82,4964637.00
3177676,bronx,-8221913.25,4985152.07
284269,queens,-8225796.73,4975039.97
4155019,bronx,-8226337.82,4984823.95
131321,brooklyn,-8236584.55,4959850.25
4596484,queens,-8215642.92,4967879.47
277644,queens,-8229466.48,4976283.58
3985343,queens,-8217617.06,4972406.22
4534167,,-8230357.01,4986590.44
4513497,brooklyn,-8231421.79,4950739.60
193364,brooklyn,-8234162.50,4967863.12
3706781,queens,-8213281.83,4972481.88
301443,staten island,-8257300.45,4948131.77
3252849,bronx,-8219190.78,4992095.70
4265271,brooklyn,-8231218.07,4963561.90
71141,manhattan,-8229507.51,4992190.21
32562,manhattan,-8234296.79,4975499.13
4565250,manhattan,-8230559.06,4982729.70
4447743,manhattan,-8230093.74,4983573.09
4386794,bronx,-8228766.26,4986732.99
4562197,brooklyn,-8237926.18,4959713.77
4179782,manhattan,-8237191.47,4976856.01
4258382,manhattan,-8231263.27,4988939.48
4304705,,-8231131.24,4981696.72
219286,queens,-8223970.52,4969768.20
3257433,queens,-8225779.74,4968513.02
256483,queens,-8223212.61,4975093.73
4280395,manhattan,-8235794.42,4970918.57
4262131,brooklyn,-8229482.60,4960062.20
3491036,manhattan,-8236922.08,4976225.85
1024124,staten island,-8260976.34,4942563.10
3553836,queens,-8226620.58,4968551.09
3789352,brooklyn,-8234110.15,4958388.07
3831147,manhattan,-8238053.09,4975294.79
3731165,brooklyn,-8227653.62,4959014.74
4237907,,-8232222.17,4987337.93
4605862,brooklyn,-8232169.41,4961233.03
110248,bronx,-8223948.85,4993895.48
4153263,manhattan,-8236873.66,4975351.21
2960087,,-8224054.73,4959391.33
4013243,,-8230521.77,4966413.94
3453298,bronx,-8225373.35,4991618.20
4192327,brooklyn,-8232413.20,4950238.04
252371,queens,-8212947.93,4980152.81
3496557,,-8225420.55,4957600.25
3817565,,-8217482.36,4969242.29
4375601,brooklyn,-8233458.93,4965355.96
3168459,queens,-8215467.00,4976433.54
125826,brooklyn,-8230126.91,4956075.79
3219138,,-8240725.87,4954196.99
3305858,staten island,-8247955.52,4949424.48
3613203,,-8231091.61,4968233.04
3718530,manhattan,-8237715.79,4971252.42
3247617,,-8219305.85,4990719.89
297161,staten island,-8257482.00,4953494.27
4481122,,-8222919.20,4990780.45
3352966,queens,-8221943.41,4973875.88
3940289,manhattan,-8239037.71,4968961.37
3900744,brooklyn,-8239836.87,4958810.54
59923,manhattan,-8230496.49,4984282.92
4109407,,-8226160.83,4964629.66
4190475,,-8238228.97,4969501.77
4372485,staten island,-8257728.25,4945683.29
4273613,queens,-8213355.75,4972451.62
4193352,manhattan,-8233569.14,4977874.52
3975231,,-8217790.71,4976215.27
3959052,bronx,-8228887.04,4989826.81
3877593,brooklyn,-8224379.71,4962728.31
4380872,,-8229836.60,4983051.75
3215484,bronx,-8227928.49,4991987.97
108628,bronx,-8227251.67,4994175.55
4306325,,-8234952.84,4977067.34
50135,manhattan,-8232900.71,4980355.73
3638640,,-8228086.65,4990236.51
288841,staten island,-8245739.15,4959961.31
3559365,,-8220046.05,4963379.47
323559,manhattan,-8236461.59,4971595.45
4570493,,-8233083.23,4968932.00
3715003,queens,-8225527.42,4971049.73
4584230,bronx,-8223012.71,4991540.78
4107457,brooklyn,-8225682.15,4960693.08
4234818,queens,-8218266.05,4966127.08
3090364,,-8219988.18,4972679.46
137719,brooklyn,-8230593.95,4961768.74
4109014,manhattan,-8235576.23,4977533.53
3594010,bronx,-8226523.73,4985104.59
3079354,,-8208572.27,4976617.69
112353,bronx,-8225244.96,4993592.55
3205026,manhattan,-8234652.41,4975321.78
222407,queens,-8205281.51,4973291.08
3236379,staten island,-8253884.29,4945082.60
33332,manhattan,-8233968.34,4977139.05
4242303,brooklyn,-8222984.21,4963592.28
33365,manhattan,-8234206.22,4977142.37
4088918,brooklyn,-8231858.60,4966651.77
3792667,,-8252773.98,4957185.61
3546104,manhattan,-8235155.44,4976698.76
3441823,queens,-8210370.16,4968622.75
3803644,staten island,-8250508.63,4958742.18
3237980,bronx,-8225983.16,4991234.42
2819970,manhattan,-8236532.12,4973003.00
4233385,,-8215598.83,4966600.38
3582884,bronx,-8222067.61,4995910.80
3307851,staten island,-8250422.44,4949585.27
4007332,bronx,-8221473.16,4997558.09
197752,brooklyn,-8231875.43,4969198.10
49740,manhattan,-8232006.42,4979486.52
4088903,,-8216305.71,4966542.10
3627773,,-8230876.77,4990047.85
3246083,queens,-8225776.76,4978261.26
3609725,,-8218734.70,4976942.27
3960105,bronx,-8224549.48,4990879.94
3325324,manhattan,-8233308.53,4977131.92
3836687,brooklyn,-8229179.81,4967810.17
3273766,queens,-8222276.49,4966929.14
4091137,,-8236175.13,4968185.32
3179606,bronx,-8229658.14,4985652.86
1020022,bronx,-8226578.46,4986137.98
45796,manhattan,-8233924.98,4978077.36
3861292,queens,-8217538.58,4968524.22
1004763,manhattan,-8238753.67,4968947.83
3203413,,-8230773.33,4981049.51
994421,bronx,-8228086.35,4990236.95
3448526,manhattan,-8231710.10,4982510.89
253656,queens,-8215922.21,4976089.69
3933687,queens,-8210544.93,4972029.44
4521093,brooklyn,-8236392.20,4967633.69
4151459,manhattan,-8238288.64,4972398.15
4485482,,-8227778.30,4987444.01
3961343,bronx,-8221910.65,4986772.86
3757217,manhattan,-8232126.99,4986773.30
4371752,,-8229858.86,4989499.39
3779083,,-8217284.21,4951576.56
3160776,manhattan,-8236178.50,4973996.92
3369561,queens,-8227038.35,4969658.76
3179554,manhattan,-8237035.46,4978584.77
3844004,queens,-8221496.54,4974556.59
4077337,,-8239431.78,4959842.14
263574,queens,-8213721.59,4975923.20
116330,brooklyn,-8232537.36,4951043.01
271100,queens,-8210661.93,4963267.26
3696598,,-8227889.62,4979550.22
160840,brooklyn,-8227589.91,4963146.05
4364455,,-8226544.88,4953774.40
4515420,brooklyn,-8232356.87,4969578.43
183015,brooklyn,-8230502.18,4964920.38
4055746,manhattan,-8231060.00,4982837.79
4089378,queens,-8226112.96,4975080.11
4328270,,-8218546.57,4989424.78
3664908,,-8231285.98,4953566.50
4163032,,-8217570.30,4969435.69
4310310,,-8228637.24,4962941.11
4079640,,-8235638.57,4965757.73
3217902,brooklyn,-8237708.53,4964172.04
3220648,brooklyn,-8232520.51,4967194.22
4222748,manhattan,-8233672.67,4977094.09
127398,brooklyn,-8229801.75,4955529.32
3221915,queens,-8208031.43,4965318.25
3930292,brooklyn,-8230826.23,4970334.76
3301931,,-8210550.95,4975431.50
4458222,brooklyn,-8233414.40,4970794.17
219676,queens,-8209247.11,4963110.96
3561812,bronx,-8227937.49,4991987.64
146482,brooklyn,-8227794.82,4958095.82
4341125,bronx,-8219221.84,4992342.53
999741,manhattan,-8231078.43,4981790.51
3497389,,-8225287.53,4965573.21
4237576,manhattan,-8237178.12,4976132.24
3647599,manhattan,-8237291.66,4973679.17
3574842,,-8234420.73,4964556.42
4281390,bronx,-8224173.77,4986990.59
175311,brooklyn,-8233661.33,4965290.45
3602083,,-8236544.71,4975779.70
3381229,manhattan,-8230965.72,4982584.32
3183614,bronx,-8224612.47,4987049.29
4539637,manhattan,-8230772.79,4982342.23
3724660,manhattan,-8231530.88,4982409.87
3127455,brooklyn,-8231520.40,4969353.47
4125415,brooklyn,-8233107.16,4969499.42
3952185,brooklyn,-8232946.86,4970952.20
4090834,queens,-8225098.17,4972634.65
3895891,,-8256771.91,4947878.35
178299,brooklyn,-8234728.64,4963527.06
4318115,,-8230110.44,4990055.80
4522384,queens,-8226724.55,4967499.78
3292475,brooklyn,-8230664.51,4968590.30
3772893,,-8235809.55,4967325.65
4459992,,-8208366.96,4974196.33
100638,bronx,-8224002.69,4988767.96
3142776,staten island,-8247480.48,4954798.99
4292647,,-8217107.21,4968252.13
3960554,brooklyn,-8236086.07,4952705.04
3993126,manhattan,-8232961.33,4979398.22
3683467,brooklyn,-8231851.48,4982680.88
4519068,brooklyn,-8233834.08,4970080.39
4021796,brooklyn,-8233720.53,4968695.58
4530614,brooklyn,-8234459.69,4964308.96
4575145,manhattan,-8236776.25,4976385.00
3737844,,-8225465.08,4989203.61
3330842,queens,-8223152.93,4976870.38
3527060,queens,-8216621.86,4981199.01
3254091,manhattan,-8237180.05,4971894.24
3189863,brooklyn,-8230233.23,4970304.25
4450307,queens,-8220297.63,4976280.81
4003328,brooklyn,-8233756.16,4965922.74
3645141,brooklyn,-8231861.94,4963221.12
4274146,brooklyn,-8234405.59,4957415.59
224529,queens,-8208230.86,4970142.84
4049304,queens,-8215727.96,4967106.89
19449,manhattan,-8238002.70,4975385.55
179816,brooklyn,-8232306.11,4965048.06
3359916,manhattan,-8235637.42,4977808.38
4376852,manhattan,-8235153.88,4975005.91
3835956,brooklyn,-8239621.58,4956558.48
3928145,bronx,-8219070.89,4992938.25
3785921,,-8232363.55,4955137.45
3567780,manhattan,-8235551.74,4971873.74
4592982,,-8237237.12,4972928.46
141224,brooklyn,-8240736.07,4958133.74
300664,staten island,-8250976.75,4949974.33
3820910,,-8231601.01,4979007.79
3617384,manhattan,-8236561.41,4971008.60
4049260,brooklyn,-8237125.80,4959209.85
3871528,,-8235624.10,4955999.58
3987417,manhattan,-8238160.40,4975846.42
3545871,brooklyn,-8235462.68,4964119.03
200575,brooklyn,-8232470.93,4972129.96
4202243,queens,-8219697.62,4960951.76
3162139,,-8219348.47,4978576.04
3824975,staten island,-8251140.92,4957599.23
239145,queens,-8225963.42,4973389.98
3526032,bronx,-8219997.07,4996443.57
4224975,manhattan,-8232235.53,4980708.68
3066215,,-8219708.35,4977174.25
3815253,brooklyn,-8232889.64,4957994.08
4331168,,-8218262.15,4980019.47
4276118,,-8226990.16,4991107.92
349615,brooklyn,-8228783.46,4958051.68
3857772,bronx,-8225428.34,4991876.51
150829,brooklyn,-8233534.94,4958512.63
3198907,brooklyn,-8236151.65,4949839.35
4398603,,-8234344.48,4982011.68
1007103,queens,-8224570.07,4974835.54
4231393,brooklyn,-8223249.27,4964988.55
4232519,brooklyn,-8223179.69,4964620.12
3696647,queens,-8219186.66,4978539.62
4519964,bronx,-8222352.59,4987029.72
4168650,bronx,-8226595.42,4993624.55
276331,queens,-8229737.53,4978973.73
4452549,,-8230965.93,4985877.86
3670631,brooklyn,-8238019.69,4962114.91
3736356,,-8217796.28,4995435.19
3978411,brooklyn,-8236688.31,4955081.59
4304291,brooklyn,-8231091.61,4968233.04
4235017,brooklyn,-8223114.01,4962840.43
4314767,queens,-8217660.47,4965072.22
128532,brooklyn,-8228676.74,4959420.95
3902575,manhattan,-8237559.94,4976934.48
3291115,brooklyn,-8229153.05,4957343.05
122393,brooklyn,-8236216.48,4953215.43
3880489,manhattan,-8235262.31,4974217.48
76033,bronx,-8229151.45,4984647.98
177670,brooklyn,-8236810.45,4963737.34
245340,queens,-8227902.36,4971754.32
45452,manhattan,-8233871.83,4977326.20
3818558,,-8228733.98,4963711.01
4425078,queens,-8210257.72,4954432.15
3090050,,-8219463.10,4971687.71
3363033,brooklyn,-8236507.83,4953857.33
4250905,,-8221224.47,4976677.15
3436794,queens,-8225845.79,4970018.71
4456673,,-8209169.02,4953033.87
3310803,queens,-8215472.24,4971104.97
331346,manhattan,-8235866.59,4977215.02
3185085,brooklyn,-8232572.92,4968311.78
4520609,bronx,-8222173.36,4996799.79
3264158,manhattan,-8236551.30,4970255.42
3747684,,-8238755.51,4959169.21
3239625,queens,-8225400.98,4978594.83
4575259,manhattan,-8229996.90,4989881.26
3150095,brooklyn,-8234363.40,4960165.87
4463889,queens,-8216385.86,4964672.23
3273136,brooklyn,-8229029.69,4963549.06
1022432,queens,-8204636.45,4974114.37
45237,manhattan,-8233256.51,4978438.96
3838933,,-8224361.90,4993611.01
3356054,manhattan,-8229449.86,4992800.63
4326354,,-8231011.02,4968172.84
4026660,brooklyn,-8226240.98,4964621.89
43314,manhattan,-8234565.80,4977342.17
3125305,,-8259421.72,4943853.18
4074329,brooklyn,-8236019.28,4950429.75
3884997,queens,-8214080.44,4970904.32
4179226,brooklyn,-8232738.70,4956942.15
4246331,,-8217859.73,4963030.63
4339387,manhattan,-8236309.82,4977218.72
4061778,queens,-8216298.59,4976519.46
299227,staten island,-8252789.87,4946255.30
3972378,queens,-8227438.77,4969140.96
227983,queens,-8220185.33,4964103.59
1004976,brooklyn,-8233209.63,4953287.75
3355552,brooklyn,-8240798.22,4956862.76
3166021,brooklyn,-8239694.00,4959508.63
3935001,,-8209006.49,4961224.81
4392854,,-8216958.04,4981383.98
4352238,,-8231587.65,4988058.12
3756480,brooklyn,-8232673.02,4971135.94
3968566,bronx,-8220136.22,4994573.11
4530936,bronx,-8227929.69,4991987.64
3920625,brooklyn,-8235843.40,4957253.08
3823899,brooklyn,-8226013.88,4962751.79
3561150,,-8217277.53,4994824.14
122342,brooklyn,-8236615.17,4954744.36
4196342,queens,-8220193.43,4976320.63
3355445,bronx,-8222780.15,4994274.00
3959176,bronx,-8222603.06,4990466.98
22610,manhattan,-8236277.74,4973819.11
4127085,brooklyn,-8232714.20,4959471.41
151002,brooklyn,-8232104.76,4956317.84
4495988,manhattan,-8230536.80,4983677.50
4188347,brooklyn,-8230389.85,4959230.82
3595438,queens,-8223716.25,4975046.46
3776628,bronx,-8227841.75,4989241.73
3684212,,-8255069.94,4955654.51
3918181,,-8232420.77,4970244.00
3306731,bronx,-8220509.21,4993243.12
3210102,brooklyn,-8227422.70,4964577.60
3192822,,-8224156.43,4978581.13
4030036,brooklyn,-8235984.77,4967526.80
3440726,brooklyn,-8231837.01,4958619.11
155410,brooklyn,-8229789.99,4963204.08
113503,bronx,-8225250.83,4993405.48
22649,manhattan,-8236634.43,4974019.17
4111413,brooklyn,-8231976.60,4965038.46
3571104,brooklyn,-8232839.55,4967908.11
3956105,brooklyn,-8233117.18,4962932.74
4029295,bronx,-8228378.31,4985194.90
3608872,,-8230601.36,4963513.47
3266394,brooklyn,-8234506.88,4950559.06
86731,bronx,-8228865.23,4986768.99
4384431,,-8229041.77,4962647.60
2958128,,-8240725.87,4954196.99
4517972,,-8218677.93,4976792.81
3208353,brooklyn,-8234876.71,4962132.99
3731636,brooklyn,-8231447.39,4953225.78
3509545,,-8222954.83,4978467.30
4446382,brooklyn,-8224895.12,4959276.74
3559637,,-8232222.17,4986825.52
61302,manhattan,-8231143.36,4982683.72
117703,brooklyn,-8230708.25,4953330.56
3178117,staten island,-8257901.82,4945417.23
2943806,,-8230521.59,4951484.57
3806860,bronx,-8227967.54,4989514.84
3349053,brooklyn,-8236561.50,4954300.83
84710,bronx,-8220494.30,4986367.76
4381687,brooklyn,-8226287.73,4962528.00
3199789,manhattan,-8235206.13,4976606.98
3368142,brooklyn,-8228642.34,4961492.45
3988089,manhattan,-8237153.63,4970688.86
4144682,bronx,-8225652.10,4985665.01
3472610,,-8253877.15,4958590.06
4537735,,-8236533.58,4973002.50
3147184,brooklyn,-8238639.01,4958810.19
4304203,queens,-8213488.22,4963778.67
4339439,,-8231772.44,4976487.72
4563694,queens,-8210173.12,4965272.58
4298749,,-8229421.37,4988042.23
3154848,bronx,-8228448.19,4990557.62
4210306,brooklyn,-8223537.03,4963469.14
4470543,queens,-8215791.16,4964605.93
4004530,manhattan,-8236871.99,4976686.70
4359409,brooklyn,-8233402.16,4961567.58
4510127,brooklyn,-8229015.06,4954962.37
10761,manhattan,-8238342.83,4973147.79
3560940,,-8226067.32,4965290.93
227274,queens,-8209964.43,4965428.30
3571292,queens,-8225248.01,4971830.70
4228126,,-8219812.28,4969634.97
298592,staten island,-8256508.94,4950499.80
3586481,,-8217446.74,4994128.93
1010702,bronx,-8224002.69,4988767.96
3721291,manhattan,-8231489.69,4980422.73
3497575,queens,-8213384.69,4974338.55
3818250,bronx,-8227891.84,4987436.65
4522991,,-8233201.78,4951287.50
4610369,,-8227841.75,4989237.31
3600358,,-8236150.64,4974474.02
153201,brooklyn,-8232112.78,4962002.93
3332144,staten island,-8247480.48,4954798.99
3255744,queens,-8220681.35,4980552.74
4241091,,-8230318.61,4951516.76
4406205,,-8228433.30,4961928.55
3470401,,-8230303.02,4983191.31
4596970,brooklyn,-8227772.73,4962407.67
3851829,,-8221640.14,4961972.57
4516392,bronx,-8217391.08,4986721.81
32825,manhattan,-8234387.29,4976392.16
3907479,bronx,-8229642.90,4984301.08
179483,brooklyn,-8231662.97,4965361.13
3532820,manhattan,-8232382.47,4981293.85
4579017,,-8230812.87,4956319.57
3451227,queens,-8209298.15,4955162.09
3701461,,-8234439.66,4981091.24
81739,bronx,-8221884.57,4986236.07
3729838,,-8210157.54,4967342.39
3549463,,-8228833.61,4983684.85
3260555,brooklyn,-8239070.35,4957252.45
4049442,brooklyn,-8234507.56,4950558.88
4363197,,-8220379.45,4987703.83
4030196,,-8222992.67,4973012.49
336186,brooklyn,-8224902.39,4965205.15
4100921,brooklyn,-8233470.06,4969658.03
4244031,brooklyn,-8233767.84,4966691.41
3740255,,-8232679.03,4979485.10
3194620,brooklyn,-8238551.42,4961418.85
3634839,brooklyn,-8229268.20,4962867.73
352547,queens,-8214112.91,4951889.73
4011455,brooklyn,-8237010.02,4958850.88
200080,brooklyn,-8231939.64,4972703.81
3208715,manhattan,-8230095.05,4982350.79
4341343,brooklyn,-8235983.66,4962713.35
4590476,brooklyn,-8232907.46,4968312.33
3898103,queens,-8223209.75,4973117.38
4176017,,-8236672.73,4972957.10
3915506,manhattan,-8232125.32,4978680.00
4235594,manhattan,-8235225.57,4978921.06
3252440,brooklyn,-8239012.07,4964941.84
306492,brooklyn,-8231394.09,4972241.00
3352064,brooklyn,-8232957.89,4950772.05
4003229,brooklyn,-8230269.63,4967331.23
75423,bronx,-8229651.57,4985318.16
18068,manhattan,-8238369.11,4975470.63
195516,brooklyn,-8230434.18,4968973.03
268916,queens,-8209387.37,4967622.35
3215792,queens,-8228017.82,4976045.89
3700233,brooklyn,-8230686.52,4970060.86
3726066,queens,-8226981.92,4967663.34
4339684,,-8230028.07,4984597.89
4189434,,-8217856.39,4963048.24
3670059,queens,-8225776.77,4975955.16
1032068,queens,-8229064.80,4978453.93
3668665,staten island,-8253284.93,4946782.08
4154567,queens,-8222151.10,4972536.82
3252015,bronx,-8221269.96,4998280.57
278361,queens,-8229607.32,4979460.23
4602461,brooklyn,-8226061.31,4961995.61
3557245,,-8230284.10,4963633.81
3494912,manhattan,-8236599.26,4975681.54
4351633,,-8236068.26,4955941.94
3301097,queens,-8215974.51,4967525.23
1010126,bronx,-8218910.96,4993004.61
3137629,manhattan,-8234405.89,4974828.47
3193470,bronx,-8220383.98,4985743.77
1008213,manhattan,-8239307.05,4969576.95
4601751,,-8235474.93,4951009.00
3847382,bronx,-8225010.90,4991449.23
3934260,queens,-8227369.20,4977899.94
3635458,queens,-8215445.21,4967284.54
3268579,queens,-8227365.66,4970744.27
4323233,bronx,-8225857.48,4988022.07
3607405,brooklyn,-8235215.55,4957021.64
66646,manhattan,-8231893.29,4985294.72
4472106,brooklyn,-8234545.41,4954134.65
4021265,manhattan,-8236108.34,4973275.89
98437,bronx,-8222687.58,4995318.50
1014525,brooklyn,-8227419.87,4959211.94
3334448,queens,-8210197.30,4971559.15
241605,queens,-8227345.81,4974340.81
4054675,brooklyn,-8232567.71,4959657.29
266586,queens,-8221267.62,4973232.39
3487117,brooklyn,-8237292.78,4962553.68
4058722,brooklyn,-8232123.10,4969168.42
4277857,manhattan,-8232391.38,4985255.65
4486923,brooklyn,-8228224.69,4966420.54
4316060,manhattan,-8233571.36,4977278.68
4185103,brooklyn,-8234357.28,4955991.80
4156999,manhattan,-8235074.18,4976895.69
161799,brooklyn,-8228405.38,4963888.88
3722152,,-8234235.94,4967616.36
4336884,bronx,-8227333.47,4989768.39
3527753,queens,-8232562.81,4975448.20
4530424,staten island,-8250211.96,4955381.76
4522875,queens,-8220829.74,4962426.74
3204116,brooklyn,-8234558.84,4957395.38
3154202,manhattan,-8236106.35,4978070.29
3614346,queens,-8223826.46,4970113.43
4084647,queens,-8219548.45,4968660.93
3878217,,-8211968.70,4968216.89
342425,brooklyn,-8232594.79,4970259.02
4494041,queens,-8227532.28,4968733.17
3566134,,-8234168.71,4959276.74
3759898,brooklyn,-8231668.36,4966791.24
3444182,queens,-8226047.28,4975322.85
3494351,queens,-8213547.21,4973213.46
3973318,,-8231008.79,4984203.43
4099175,manhattan,-8233627.02,4978032.81
1022580,manhattan,-8239173.43,4970202.57
3767715,bronx,-8226436.90,4988595.76
2814203,brooklyn,-8230824.69,4970334.94
335100,brooklyn,-8232390.72,4961436.80
4225416,manhattan,-8237764.77,4973561.64
4235165,brooklyn,-8238900.23,4959286.13
3479978,queens,-8229053.35,4971057.51
4231966,manhattan,-8231193.58,4988460.39
4585525,manhattan,-8235511.66,4970182.31
3922776,,-8222196.74,4995599.37
4291657,bronx,-8220361.08,4989828.28
3315499,manhattan,-8235757.76,4972694.01
3973893,queens,-8225155.05,4978064.12
4258498,manhattan,-8234545.41,4980898.93
3562095,brooklyn,-8229274.43,4954742.42
3797012,,-8229441.41,4989722.33
3523141,brooklyn,-8234508.68,4957042.90
3748078,,-8231270.84,4985327.73
3496374,,-8218297.22,4990753.52
4197409,manhattan,-8237017.26,4976767.39
3213457,manhattan,-8231573.55,4984029.33
4169261,,-8229969.07,4987021.48
4337719,staten island,-8254018.53,4944874.66
4195971,,-8234356.17,4957065.34
3824161,brooklyn,-8234968.42,4954076.73
4012704,brooklyn,-8233067.09,4960040.20
958,manhattan,-8238147.09,4970582.80
4392170,,-8232398.06,4951349.51
2914142,,-8218928.72,4991216.95
3690032,queens,-8226051.73,4975452.60
3713909,,-8234798.11,4966181.99
3643466,,-8228180.16,4977578.06
4057539,manhattan,-8237139.15,4976950.65
3577608,queens,-8230949.79,4975924.30
13820,manhattan,-8236360.19,4970067.16
4279499,manhattan,-8230976.51,4981976.97
3818849,manhattan,-8237479.79,4970166.16
161753,brooklyn,-8227289.45,4963823.30
1006041,brooklyn,-8236391.41,4967633.54
4116005,,-8239939.95,4959704.82
4196396,queens,-8226204.24,4969344.64
3312015,queens,-8214716.43,4967513.48
96320,bronx,-8219691.22,4994844.23
4211924,bronx,-8224940.76,4985032.08
3951989,brooklyn,-8231956.12,4965647.64
4490725,queens,-8212465.63,4962268.99
3655470,manhattan,-8235494.97,4975906.67
3966078,queens,-8225953.77,4978003.12
996914,brooklyn,-8233472.88,4964857.25
3269993,staten island,-8247056.94,4953786.84
335746,brooklyn,-8235773.60,4967603.62
4490374,manhattan,-8234853.21,4974960.36
3379706,queens,-8205150.09,4975853.13
3818811,queens,-8206394.94,4972372.59
4203639,,-8222904.73,4964288.41
4402171,,-8211431.03,4972774.94
1025234,queens,-8231022.63,4977509.02
75555,bronx,-8227409.94,4985244.21
3748066,,-8230891.90,4986695.33
3280158,staten island,-8246590.26,4957663.90
113892,brooklyn,-8234035.58,4950643.38
3194670,brooklyn,-8236603.41,4967394.58
4278832,brooklyn,-8225208.60,4961219.83
3987514,,-8206822.96,4976353.11
4510107,,-8253279.37,4953969.70
3003715,,-8224034.60,4967155.11
3817898,,-8224506.17,4958452.32
4068068,staten island,-8250180.23,4948774.85
2944044,,-8232793.40,4951326.20
179660,brooklyn,-8231161.85,4966316.96
1027632,bronx,-8221805.16,4996535.63
2924,manhattan,-8237903.77,4972082.94
37755,manhattan,-8236880.41,4977418.47
4123763,brooklyn,-8233972.12,4960844.79
4439362,bronx,-8220893.19,4988275.88
3873120,queens,-8226095.15,4976734.91
3221605,manhattan,-8231444.29,4981130.12
195437,brooklyn,-8233843.44,4968655.74
256980,queens,-8223729.60,4974286.70
351998,brooklyn,-8225131.58,4964245.37
4201428,queens,-8216866.76,4975439.97
3491816,bronx,-8218484.23,4995534.14
4203322,,-8222999.35,4963100.19
4137581,queens,-8209130.06,4972456.02
3539515,,-8217689.41,4971814.54
3616732,queens,-8216782.16,4966936.58
3655747,,-8236146.18,4951124.80
