cid,boro,zipcode,x,y
3563895,brooklyn,11211,-8231452.96,4970325.65
297435,staten island,10308,-8253598.12,4946687.11
3437958,bronx,10466,-8221631.24,4996954.27
6204,manhattan,10038,-8237608.99,4969921.72
3696871,brooklyn,11212,-8227948.62,4963310.05
4246165,brooklyn,11232,-8237227.10,4962635.86
341937,queens,11357,-8216980.86,4979926.57
3501466,manhattan,10001,-8236653.80,4975582.94
68410,manhattan,10032,-8231216.77,4989087.19
4097085,queens,11355,-8219168.85,4976176.03
4051360,bronx,10458,-8225518.51,4991212.86
3689581,brooklyn,11225,-8231824.76,4963744.47
4176113,bronx,10469,-8220639.38,4993330.86
4613631,queens,11369,-8223608.27,4977411.54
3750670,bronx,10464,-8217080.50,4995645.75
1004209,queens,11105,-8227185.09,4978895.07
3131742,brooklyn,11226,-8232232.93,4959498.48
3497274,brooklyn,11219,-8237025.61,4958327.05
3979765,brooklyn,11237,-8226822.06,4967079.00
4619419,queens,11412,-8209624.32,4967536.78
3937041,bronx,10454,-8227315.65,4983480.88
3173128,brooklyn,11201,-8237537.90,4966543.14
3841837,brooklyn,11228,-8239367.77,4954522.77
3742525,queens,11434,-8211622.50,4963569.24
3749656,bronx,10467,-8223889.91,4993407.26
3355631,brooklyn,11205,-8233163.78,4967666.05
57418,manhattan,10029,-8231433.42,4980524.00
4575859,queens,11420,-8216528.35,4963359.37
3735204,queens,11370,-8225527.42,4977975.93
4469679,bronx,10458,-8224372.21,4991290.94
4596965,bronx,10473,-8220590.96,4985388.47
3900321,queens,11375,-8221646.82,4973526.38
3580503,bronx,10462,-8222708.81,4990488.02
1017238,bronx,10465,-8218067.52,4987073.84
3948796,queens,11377,-8227939.04,4974432.14
353601,brooklyn,11218,-8235380.58,4958892.92
3033659,queens,11435,-8217436.18,4970561.61
4514334,queens,11354,-8220723.43,4979469.96
3287596,brooklyn,11207,-8226270.45,4964620.64
2822598,queens,11385,-8226587.99,4968451.90
3327727,staten island,10306,-8249674.54,4949434.57
3451395,queens,11435,-8215436.31,4967276.91
3298185,bronx,10467,-8222504.72,4996943.36
3971216,brooklyn,11249,-8233609.88,4968994.70
92848,bronx,10468,-8226258.43,4991912.63
3555984,bronx,10462,-8220963.76,4988507.62
4307918,staten island,10312,-8258446.82,4947937.54
3488858,brooklyn,11236,-8227025.78,4959547.26
4554024,manhattan,10007,-8239155.82,4970319.04
3957025,queens,11364,-8210203.18,4974895.12
35948,manhattan,10022,-8233669.79,4977094.16
4567663,manhattan,10023,-8235660.83,4978921.50
3981869,bronx,10451,-8229961.27,4985029.14
3199061,queens,11692,-8214153.35,4952406.88
3246494,brooklyn,11213,-8230338.78,4962849.22
345509,brooklyn,11235,-8233148.87,4950293.81
4207215,queens,11369,-8221853.88,4976950.65
16982,manhattan,10018,-8236976.52,4976495.54
4050349,bronx,10461,-8218556.59,4988545.73
3492783,bronx,10466,-8218863.83,4996010.93
1037653,brooklyn,11215,-8235311.64,4963774.56
3369635,queens,11377,-8226407.12,4974579.32
3090799,queens,11367,-8219610.05,4972093.07
4564425,brooklyn,11236,-8226566.03,4958697.88
273719,queens,11102,-8229753.82,4978215.26
4146094,bronx,10468,-8226381.24,4991610.99
3620417,manhattan,10017,-8234977.33,4975748.26
4300110,queens,11365,-8212975.03,4974272.43
3186733,queens,11433,-8215369.62,4968555.19
3883263,bronx,10452,-8229001.70,4988197.90
3192792,queens,11361,-8210859.97,4977276.29
63984,manhattan,10027,-8231573.55,4984029.33
3674496,bronx,10471,-8227068.53,4998212.60
3134498,queens,11434,-8211722.31,4965604.79
162069,brooklyn,11233,-8228733.00,4963711.13
4184346,staten island,10304,-8248688.55,4952318.16
285948,staten island,10303,-8255387.71,4957393.34
223034,queens,11426,-8207145.32,4974574.65
1028538,queens,11419,-8217866.11,4965937.15
3126066,queens,11375,-8218966.58,4970412.08
3988897,brooklyn,11237,-8229421.37,4968667.68
1025083,brooklyn,11222,-8230941.60,4972019.35
4533,manhattan,10013,-8238387.67,4971193.14
3252663,staten island,10310,-8249741.41,4959127.64
1033877,manhattan,10034,-8228372.96,4993085.31
3431807,bronx,10468,-8226794.23,4991798.50
3674572,manhattan,10019,-8236368.82,4978345.60
3716875,brooklyn,11226,-8232679.03,4960078.63
3173802,queens,11373,-8224217.76,4973649.43
3400661,brooklyn,11201,-8235711.15,4968724.01
4082769,brooklyn,11208,-8223553.28,4964549.08
3485424,bronx,10469,-8220230.84,4993050.57
67703,manhattan,10030,-8231740.29,4985589.35
3404096,manhattan,10033,-8230486.26,4990585.99
3803917,brooklyn,11210,-8231685.61,4958169.22
4222538,queens,11373,-8223435.17,4975367.08
3354611,manhattan,10003,-8236393.11,4973180.39
3698451,brooklyn,11210,-8232177.64,4958811.71
4193027,bronx,10472,-8220948.85,4986945.13
4145404,bronx,10452,-8228449.56,4989494.98
4261795,queens,11432,-8213415.86,4970100.95
3283448,brooklyn,11215,-8236866.24,4963649.12
4107528,queens,11426,-8206994.95,4971789.28
4597390,queens,11420,-8216762.12,4964825.18
4463660,queens,11412,-8210335.65,4968192.66
3331047,bronx,10467,-8222877.00,4992512.88
3308495,manhattan,10009,-8236004.15,4971665.11
3339191,staten island,10301,-8248140.13,4959408.55
3953125,brooklyn,11211,-8231824.76,4970064.68
3665506,queens,11379,-8226188.66,4970035.60
3769880,bronx,10469,-8221500.99,4994341.67
3280790,staten island,10301,-8247938.48,4959129.72
3320807,manhattan,10075,-8232888.45,4979105.31
3841668,brooklyn,11223,-8234785.30,4951643.11
4107738,staten island,10314,-8255080.96,4955611.99
198980,brooklyn,11222,-8233170.14,4973079.03
4292770,brooklyn,11229,-8231642.87,4953852.41
354512,staten island,10312,-8257727.73,4945683.38
4255192,queens,11385,-8224513.85,4968347.57
3138274,manhattan,10001,-8238524.63,4975793.69
4413347,manhattan,10025,-8234616.65,4982035.20
307540,staten island,10304,-8246946.06,4955224.15
3635279,bronx,10467,-8222755.56,4992872.60
3612230,manhattan,10013,-8238301.33,4971459.52
96922,bronx,10469,-8221228.04,4994229.48
4511445,brooklyn,11203,-8229337.88,4960912.58
3480382,bronx,10468,-8226728.56,4992176.34
165471,brooklyn,11207,-8225285.44,4962214.14
3932055,staten island,10304,-8246074.21,4957455.78
3321031,brooklyn,11213,-8229703.42,4963066.64
3944397,manhattan,10036,-8235667.51,4976621.60
2825993,staten island,10308,-8253721.62,4945293.56
3132817,bronx,10471,-8225001.14,4997641.80
3254459,brooklyn,11215,-8235686.45,4963765.37
45450,manhattan,10021,-8233149.92,4978632.16
3859878,queens,11379,-8224851.71,4970242.38
4340401,brooklyn,11226,-8232084.14,4961648.58
4270081,brooklyn,11238,-8233918.13,4965484.26
222347,queens,11428,-8208978.21,4971769.32
244820,queens,11101,-8231527.87,4974102.38
3130997,manhattan,10001,-8236652.76,4975583.15
185819,brooklyn,11221,-8228918.32,4968291.04
3342227,manhattan,10128,-8232285.96,4980616.91
114271,brooklyn,11224,-8234035.58,4950643.38
75259,bronx,10455,-8228260.88,4985299.56
3287905,manhattan,10001,-8237751.60,4975838.91
3168235,brooklyn,11210,-8231791.97,4956363.14
3907365,brooklyn,11236,-8224384.72,4958600.18
3818566,brooklyn,11233,-8228966.75,4964416.40
270285,queens,11434,-8213326.95,4964800.71
4323999,staten island,10314,-8255711.14,4956182.45
1030711,queens,11379,-8224744.71,4970352.94
2998155,queens,11435,-8217317.38,4968852.10
3898954,manhattan,10036,-8235924.21,4976902.45
3284054,brooklyn,11218,-8233931.38,4959097.02
3033950,queens,11432,-8215220.98,4970707.63
105511,bronx,10469,-8221564.77,4993365.32
347867,queens,11423,-8212583.51,4969574.99
3760867,bronx,10460,-8225136.69,4988408.30
11789,manhattan,10014,-8237952.41,4973131.67
3079101,queens,11364,-8210581.14,4977313.71
3707023,queens,11375,-8221059.72,4971953.94
4601989,brooklyn,11203,-8230130.48,4960009.83
3315544,manhattan,10022,-8234688.30,4977543.50
4063153,bronx,10474,-8225223.52,4985445.40
2813954,manhattan,10019,-8235819.96,4977309.40
4112685,bronx,10462,-8221831.61,4987671.91
4225857,queens,11101,-8230968.72,4976489.34
4402205,bronx,10460,-8224757.53,4988207.90
170694,brooklyn,11207,-8225439.15,4964756.20
143452,brooklyn,11219,-8238669.01,4958011.79
4619875,bronx,10466,-8219471.64,4994961.81
3962376,queens,11420,-8217520.21,4964687.94
3673366,brooklyn,11203,-8230659.25,4962788.48
3751636,manhattan,10022,-8233722.76,4976382.21
4027438,queens,11435,-8217343.21,4969328.05
3883305,queens,11413,-8210425.82,4963177.38
3555684,manhattan,10019,-8236994.44,4977961.53
4534921,queens,11367,-8216660.82,4972107.00
318390,queens,11432,-8216555.43,4971052.96
4068156,brooklyn,11208,-8222837.94,4965066.35
203888,queens,11416,-8219807.41,4965806.74
3643527,manhattan,10016,-8235767.70,4975170.92
3293264,brooklyn,11222,-8231789.89,4972607.36
151615,brooklyn,11230,-8233821.78,4958333.98
3247729,brooklyn,11220,-8239981.35,4958427.86
3978636,brooklyn,11203,-8231580.97,4961003.26
3302891,queens,11040,-8204544.70,4975822.85
4589072,manhattan,10001,-8237734.05,4976183.82
4269244,brooklyn,11223,-8234685.67,4952884.04
3186491,bronx,10457,-8226908.51,4989212.22
4497179,brooklyn,11228,-8238387.05,4955085.55
3161490,brooklyn,11204,-8235769.74,4958399.78
4367565,manhattan,10012,-8237193.03,4971527.09
363513,queens,11422,-8208178.01,4963689.06
2822965,bronx,10466,-8219925.98,4995922.90
4138439,manhattan,10016,-8235232.25,4975286.85
3298698,staten island,10306,-8250730.27,4950252.25
4220838,queens,11104,-8228248.07,4975409.99
4049831,manhattan,10075,-8232431.45,4978719.09
280685,queens,11372,-8223264.65,4975763.33
3586810,bronx,10469,-8220196.33,4991937.74
3976481,brooklyn,11233,-8228968.30,4963583.33
3530668,bronx,10460,-8223537.03,4988477.46
210118,queens,11435,-8216486.29,4968484.74
345506,brooklyn,11235,-8233756.86,4950122.70
3648484,brooklyn,11216,-8232566.15,4966104.18
3972889,bronx,10474,-8223983.86,4983736.33
116378,brooklyn,11229,-8230245.22,4953913.74
2922081,bronx,10467,-8223403.36,4993306.80
3559369,staten island,10314,-8256169.22,4952064.70
1035616,bronx,10468,-8227147.40,4991565.39
4070342,brooklyn,11208,-8224430.92,4966104.18
3585091,staten island,10302,-8252145.02,4957963.87
3725473,queens,11418,-8220259.78,4968033.35
4090495,bronx,10461,-8219505.03,4988967.44
273427,queens,11106,-8228946.25,4977531.18
3129584,queens,11101,-8230673.33,4975377.02
3572175,brooklyn,11218,-8234559.33,4960550.76
212489,queens,11435,-8215942.99,4966715.97
3785039,manhattan,10011,-8237370.70,4975033.83
329914,brooklyn,11203,-8228868.39,4960391.61
3981219,brooklyn,11206,-8230567.97,4968283.41
4473999,brooklyn,11213,-8230013.04,4963087.86
3497531,queens,11385,-8228383.88,4970024.58
3832027,manhattan,10022,-8233875.27,4976106.52
3784806,bronx,10467,-8222844.62,4993822.27
137695,brooklyn,11203,-8231481.20,4959559.64
238559,queens,11367,-8217167.93,4973899.25
4078337,queens,11435,-8216772.14,4969675.35
2866635,manhattan,10024,-8233884.93,4984636.88
3563878,manhattan,10029,-8231819.20,4981462.05
3934775,brooklyn,11210,-8230744.96,4956873.95
3843013,brooklyn,11216,-8231559.82,4966806.36
3287742,queens,11354,-8218778.72,4978508.38
4176462,manhattan,10002,-8235985.88,4970216.53
4343343,manhattan,10035,-8230124.91,4982117.25
351442,brooklyn,11217,-8235712.06,4966149.29
3756370,manhattan,10014,-8238064.22,4972264.47
4381947,bronx,10453,-8227178.95,4990159.40
146705,brooklyn,11236,-8226567.44,4957873.07
3377488,brooklyn,11224,-8234659.44,4950987.16
3387421,brooklyn,11231,-8238137.50,4963686.60
3960327,queens,11372,-8224759.31,4976232.90
1011846,queens,11691,-8211442.85,4952904.55
4513118,bronx,10460,-8222496.75,4988776.45
3274773,brooklyn,11210,-8230391.19,4957102.50
3602612,manhattan,10033,-8230939.77,4989831.23
266964,queens,11374,-8222031.56,4972002.27
3640956,queens,11358,-8215686.22,4978378.23
40600,manhattan,10019,-8237012.94,4978690.89
220066,queens,11422,-8207828.09,4965666.54
3913017,manhattan,10018,-8237125.80,4976225.55
3582817,queens,11433,-8214833.51,4967751.73
3852213,brooklyn,11226,-8231760.20,4961645.79
3213226,queens,11101,-8229688.54,4972503.85
4378329,brooklyn,11212,-8227564.57,4962448.46
4317935,brooklyn,11212,-8228695.57,4962695.44
3554302,brooklyn,11221,-8229572.21,4967413.74
3740463,manhattan,10034,-8229509.32,4992545.81
99052,bronx,10469,-8221660.25,4994300.11
4210073,brooklyn,11206,-8232055.19,4967959.94
4265847,bronx,10460,-8225263.59,4989046.46
3379673,queens,11691,-8209818.96,4953920.98
3830548,brooklyn,11226,-8232553.90,4959472.44
4232857,queens,11432,-8215854.42,4971195.14
187044,brooklyn,11237,-8228402.42,4969146.64
3598801,manhattan,10002,-8236060.47,4970794.75
3518946,staten island,10314,-8256044.54,4950189.97
3239120,manhattan,10011,-8237720.65,4974398.29
3671437,queens,11361,-8211966.48,4977043.24
4598325,queens,11375,-8220612.11,4973030.41
4322367,bronx,10468,-8227937.49,4991987.64
3462695,manhattan,10034,-8228821.36,4992864.21
4505594,bronx,10462,-8221469.82,4989111.65
3164667,queens,11356,-8220492.25,4980193.27
217384,queens,11385,-8227038.35,4969658.76
3397411,brooklyn,11230,-8235048.01,4957677.74
3708195,queens,11691,-8209829.14,4954499.89
4546656,queens,11373,-8224341.87,4973442.93
3090252,queens,11367,-8219857.98,4972509.18
3251569,bronx,10466,-8222472.60,4995838.29
3444599,queens,11372,-8223811.43,4975475.82
3768680,queens,11422,-8207451.36,4963720.99
346453,bronx,10452,-8227923.90,4988907.16
3493015,queens,11416,-8220973.34,4965986.74
3365322,brooklyn,11232,-8236966.38,4960422.93
4095065,queens,11378,-8229607.28,4972429.73
4067343,queens,11434,-8211105.98,4965217.10
220184,queens,11422,-8207432.21,4962065.87
3178083,staten island,10301,-8246030.22,4958378.22
4106547,bronx,10461,-8219247.89,4988455.39
3735053,brooklyn,11209,-8241057.60,4957650.56
4062979,brooklyn,11201,-8235580.68,4966713.43
112134,bronx,10467,-8224131.95,4993635.92
70004,manhattan,10033,-8230703.95,4990005.30
4427451,bronx,10465,-8217836.35,4986792.86
4478961,bronx,10471,-8226325.58,4999208.89
3816806,manhattan,10019,-8235261.19,4977357.75
4281425,bronx,10460,-8224644.65,4988202.75
3313732,brooklyn,11221,-8231558.52,4966806.80
51415,manhattan,10028,-8232933.50,4979871.14
187612,brooklyn,11221,-8228726.17,4966796.96
3388415,brooklyn,11204,-8236526.50,4955361.75
4339985,brooklyn,11206,-8230718.25,4967705.34
3483378,queens,11373,-8223263.63,4974736.43
4255166,brooklyn,11249,-8233367.65,4968171.81
260060,queens,11363,-8209175.95,4977793.50
3647909,brooklyn,11210,-8231702.31,4957267.75
3396722,brooklyn,11211,-8231411.98,4970009.62
3499148,brooklyn,11224,-8235268.54,4950974.41
3675967,manhattan,10037,-8230700.99,4984760.56
3760863,bronx,10454,-8227651.95,4983690.74
4312156,queens,11370,-8225363.78,4978318.40
3703095,brooklyn,11226,-8233386.57,4961449.90
3377608,brooklyn,11207,-8225368.58,4964391.91
309310,manhattan,10030,-8231288.57,4986307.34
3482282,brooklyn,11236,-8227665.87,4959003.00
4458904,manhattan,10002,-8235196.63,4970013.72
3931727,queens,11428,-8207785.32,4971765.78
175307,brooklyn,11213,-8229955.99,4963873.31
4364512,queens,11385,-8222975.98,4968628.04
4147859,queens,11368,-8222774.49,4976644.09
3455027,brooklyn,11233,-8227201.66,4964562.00
3583960,brooklyn,11249,-8233310.88,4970849.10
3469965,queens,11378,-8226046.17,4971752.26
4447324,queens,11420,-8217856.39,4963048.24
4506003,bronx,10466,-8221656.84,4996896.40
4261431,queens,11357,-8217448.52,4981078.30
4362324,queens,11435,-8216153.20,4966184.92
3255615,brooklyn,11217,-8235031.68,4966282.91
3936096,bronx,10466,-8220751.81,4997422.74
3445425,queens,11385,-8226729.67,4968172.84
3661537,bronx,10471,-8224316.26,4997182.24
3605914,bronx,10453,-8228554.20,4991029.18
4453020,queens,11369,-8223068.37,4977292.50
2824317,queens,11375,-8221102.15,4970849.32
163449,brooklyn,11207,-8224928.09,4962416.68
3749280,brooklyn,11210,-8231464.09,4957126.36
3257146,bronx,10465,-8218695.44,4986742.98
4070387,brooklyn,11208,-8224352.44,4965125.06
100463,bronx,10460,-8225189.94,4988749.76
3406205,manhattan,10009,-8235863.43,4971360.67
1033117,queens,11367,-8217284.87,4970788.04
43302,manhattan,10036,-8236032.24,4976708.00
3564493,brooklyn,11206,-8230474.46,4969133.18
4447569,manhattan,10027,-8232774.32,4984855.57
3422309,queens,11416,-8219523.29,4966529.92
4584351,queens,11367,-8218198.14,4973194.36
3746075,bronx,10472,-8224710.33,4986237.38
3858263,bronx,10457,-8226295.52,4989804.30
4524944,queens,11436,-8214524.60,4964869.95
4546481,queens,11372,-8224486.58,4975785.29
4187123,queens,11106,-8229366.83,4976847.19
4235289,queens,11435,-8215513.12,4967506.98
3855879,brooklyn,11220,-8238978.15,4960417.25
4536951,brooklyn,11219,-8238168.86,4957890.09
4000799,queens,11433,-8213551.11,4968699.55
3604706,manhattan,10024,-8234545.41,4980898.93
263528,queens,11365,-8214072.93,4974681.04
4601665,queens,11435,-8216684.20,4967279.70
3644900,bronx,10457,-8225495.14,4989835.64
3919510,queens,11364,-8212084.48,4974749.36
3740027,staten island,10314,-8254575.13,4954854.45
4481930,staten island,10309,-8263638.76,4942950.63
3710315,manhattan,10014,-8237955.13,4973145.44
3998846,queens,11417,-8220329.35,4964165.56
4041639,manhattan,10029,-8231403.31,4982215.33
1023262,bronx,10457,-8226114.26,4990963.92
4248114,bronx,10452,-8228497.87,4988351.51
4241546,brooklyn,11214,-8235933.56,4952573.97
3958447,bronx,10468,-8225183.44,4994108.61
3342478,brooklyn,11207,-8225663.91,4963757.38
1009886,queens,11433,-8214441.56,4967971.04
150806,brooklyn,11226,-8233430.00,4960063.23
4262196,queens,11355,-8217676.05,4976839.84
4473645,staten island,10312,-8259111.40,4943379.17
4168710,brooklyn,11212,-8228753.46,4962970.46
2833775,manhattan,10038,-8237794.04,4969240.66
3739527,queens,11385,-8226101.83,4967240.94
4325294,queens,11101,-8231292.10,4975432.62
3770814,queens,11101,-8231759.08,4974267.44
4265657,bronx,10456,-8226965.67,4986258.86
3690820,manhattan,10010,-8236428.94,4974015.17
3451037,brooklyn,11205,-8234273.12,4967869.34
3972619,brooklyn,11211,-8233087.13,4968962.25
4234080,queens,11385,-8227742.01,4968895.29
3684962,manhattan,10036,-8235505.43,4976654.67
4532619,brooklyn,11224,-8235376.41,4949934.07
4310527,manhattan,10002,-8235373.63,4969803.71
4023860,manhattan,10003,-8236201.84,4971892.83
3478955,manhattan,10037,-8230645.89,4984859.99
118500,brooklyn,11229,-8230811.29,4953315.74
3688061,bronx,10468,-8226766.40,4992477.80
3533219,manhattan,10128,-8232109.07,4980517.56
3205878,brooklyn,11220,-8239394.26,4958865.24
4476713,queens,11426,-8207904.43,4974577.89
4029896,manhattan,10038,-8237828.22,4969587.39
28010,manhattan,10036,-8236244.85,4976326.04
4398502,queens,11358,-8213530.52,4976676.71
2813009,manhattan,10031,-8232168.42,4985949.74
271180,queens,11433,-8214361.18,4966489.88
3996902,brooklyn,11210,-8232073.45,4956082.29
2824989,bronx,10466,-8219923.71,4994730.28
4536377,staten island,10314,-8256463.11,4950915.05
4250768,bronx,10467,-8222748.88,4993182.03
4063336,queens,11368,-8222326.98,4974491.65
3137770,bronx,10457,-8226434.32,4990840.69
4049496,queens,11691,-8212298.21,4952906.76
3960028,queens,11373,-8223209.75,4973117.38
137423,brooklyn,11226,-8231577.96,4959409.92
156042,brooklyn,11218,-8235539.35,4961086.41
3567074,bronx,10468,-8227937.49,4991987.64
3235715,staten island,10305,-8247202.01,4952917.07
2879047,bronx,10454,-8227725.07,4983633.35
4015342,queens,11420,-8217076.04,4963208.20
3686365,brooklyn,11207,-8227389.79,4967141.25
3663469,brooklyn,11212,-8227745.46,4961689.37
203770,queens,11416,-8222142.75,4965953.37
77549,bronx,10459,-8225633.07,4985651.14
4336468,bronx,10454,-8228805.78,4983717.21
3605333,queens,11377,-8226579.39,4976970.64
3607479,manhattan,10001,-8236707.23,4975138.15
254952,queens,11358,-8215910.05,4977223.55
3835358,brooklyn,11235,-8232173.64,4951255.69
2929457,bronx,10469,-8218953.55,4991219.29
3615503,bronx,10468,-8228052.14,4991744.48
131929,brooklyn,11218,-8235263.82,4959079.31
3329237,manhattan,10014,-8237861.64,4973342.57
4190316,queens,11420,-8217855.28,4963218.48
295691,staten island,10314,-8255592.01,4951145.25
3811982,manhattan,10002,-8237185.35,4970187.60
4509965,queens,11374,-8222822.91,4973066.55
3829075,queens,11368,-8220446.80,4974059.69
3877104,staten island,10312,-8256321.73,4944793.36
3789173,brooklyn,11211,-8230172.78,4970297.75
30134,manhattan,10001,-8236968.54,4975760.23
4475019,manhattan,10065,-8233330.91,4977386.85
3945463,brooklyn,11230,-8234477.51,4957916.93
3848821,manhattan,10034,-8228971.64,4992797.38
4468193,queens,11436,-8214052.33,4964229.62
4054584,brooklyn,11208,-8223734.06,4965366.68
3158020,brooklyn,11206,-8230626.85,4968472.59
3587631,queens,11369,-8222080.97,4977036.77
15233,manhattan,10003,-8236514.56,4971949.02
3415271,brooklyn,11204,-8235699.79,4955785.91
4595422,brooklyn,11233,-8228632.12,4965068.69
3351734,queens,11375,-8221444.71,4973587.43
64770,manhattan,10026,-8232383.63,4983625.75
3537733,bronx,10458,-8225225.74,4991127.79
4298149,manhattan,10019,-8236368.82,4978345.60
3460207,manhattan,10128,-8231747.95,4979955.08
363457,queens,11423,-8212436.40,4970412.25
4336766,queens,11368,-8221722.52,4975135.21
140089,brooklyn,11210,-8231533.37,4958864.68
148820,brooklyn,11230,-8233815.69,4957501.79
3154892,bronx,10453,-8227722.09,4991533.27
4472898,bronx,10457,-8226366.21,4990058.59
3679852,manhattan,10023,-8235326.87,4978737.32
3962045,brooklyn,11219,-8238344.74,4958298.01
4215965,brooklyn,11226,-8232524.96,4960178.84
3023750,queens,11414,-8219249.39,4963265.29
4479982,staten island,10301,-8250000.45,4955084.96
4172660,queens,11368,-8219938.62,4974390.27
3837667,queens,11422,-8208090.89,4962959.60
4361212,queens,11434,-8211105.98,4965217.10
4027588,manhattan,10017,-8235079.74,4976175.59
252100,queens,11354,-8216264.29,4977858.48
3913471,manhattan,10036,-8236506.86,4976599.26
4047826,brooklyn,11208,-8223759.67,4962482.66
4536729,brooklyn,11228,-8239278.72,4954461.18
3784298,staten island,10310,-8250903.25,4958907.65
4357683,brooklyn,11228,-8239010.44,4954631.27
3514170,brooklyn,11205,-8232650.08,4967742.63
3961766,manhattan,10032,-8231027.16,4989208.76
3846770,brooklyn,11236,-8227582.38,4959073.42
3521122,manhattan,10033,-8229937.45,4990185.89
4445352,brooklyn,11216,-8232468.19,4965458.27
4006556,queens,11429,-8208793.87,4969753.19
4008495,queens,11377,-8226633.93,4974923.18
345791,queens,11411,-8208708.13,4967210.50
3278504,brooklyn,11214,-8239497.58,4953969.73
4052135,brooklyn,11208,-8223854.73,4963290.39
4602446,brooklyn,11215,-8236343.22,4962729.78
167423,brooklyn,11207,-8225466.52,4962111.65
4566620,manhattan,10003,-8236522.44,4973081.24
4441928,manhattan,10002,-8237100.19,4969541.42
4060941,queens,11354,-8216195.51,4977519.72
3151038,manhattan,10040,-8229367.71,4991898.81
4586683,brooklyn,11214,-8237788.15,4955142.73
4221467,bronx,10462,-8221862.34,4989829.76
4258016,manhattan,10013,-8238729.91,4971440.72
148610,brooklyn,11230,-8235034.80,4957563.00
260915,queens,11362,-8208496.12,4978161.84
2914072,bronx,10465,-8219418.54,4986473.96
20299,manhattan,10011,-8237356.70,4974308.36
3089681,queens,11367,-8219658.92,4972130.24
2913252,bronx,10475,-8218495.61,4991923.32
3820862,brooklyn,11239,-8222945.92,4961216.45
197874,brooklyn,11211,-8232721.85,4969917.65
89901,bronx,10465,-8218396.44,4987546.54
3023754,queens,11420,-8216683.45,4963302.42
3188107,bronx,10475,-8219069.65,4992938.25
3831453,brooklyn,11207,-8225786.79,4962563.22
186563,brooklyn,11221,-8228493.77,4967634.96
4035929,manhattan,10003,-8236276.43,4973819.62
3153709,manhattan,10023,-8235914.34,4979917.33
3941562,manhattan,10026,-8232646.75,4983770.15
3851067,queens,11366,-8212498.59,4973104.45
3181254,brooklyn,11220,-8239115.23,4959724.17
4053259,manhattan,10017,-8234727.97,4975480.52
146866,brooklyn,11236,-8227156.07,4960598.51
4005537,brooklyn,11228,-8237492.04,4956507.59
343947,brooklyn,11201,-8236400.67,4967461.06
3525637,brooklyn,11201,-8236812.99,4968677.96
320954,staten island,10301,-8246288.50,4960196.00
4587836,manhattan,10013,-8237134.70,4970729.25
3315781,brooklyn,11220,-8239284.70,4958500.07
4249693,queens,11435,-8214797.89,4966352.28
3626891,bronx,10454,-8228651.60,4983997.52
4044182,brooklyn,11208,-8224222.75,4962876.24
771482,brooklyn,11238,-8233109.14,4966021.50
4028823,brooklyn,11216,-8232567.26,4965381.94
4432741,queens,11364,-8210524.89,4975458.48
4373810,queens,11372,-8225005.33,4975150.64
3846095,bronx,10467,-8222397.11,4996294.10
69894,manhattan,10032,-8231087.60,4987904.22
4544736,brooklyn,11207,-8226321.13,4962692.07
306544,queens,11421,-8220713.72,4966490.53
3442105,manhattan,10031,-8231439.04,4986519.68
3602785,queens,11378,-8225472.87,4971339.96
4572149,queens,11103,-8227849.54,4978111.16
3817047,queens,11420,-8216847.84,4963384.32
3709423,queens,11432,-8212934.51,4971610.81
3853155,queens,11001,-8205758.75,4973508.01
3548381,queens,11365,-8215917.21,4973051.27
2965667,brooklyn,11232,-8238819.40,4961058.22
4566809,brooklyn,11236,-8227333.02,4960861.08
3323745,manhattan,10028,-8232006.42,4979486.52
4049857,brooklyn,11208,-8221857.21,4963806.12
3136215,queens,11423,-8210683.64,4969517.10
4431917,queens,11378,-8229607.28,4972429.73
158141,brooklyn,11232,-8238747.58,4961170.74
4518611,queens,11377,-8227138.21,4973608.65
359199,brooklyn,11218,-8234038.63,4958687.57
4253518,manhattan,10010,-8236393.87,4973998.86
4273692,queens,11368,-8219776.65,4977408.16
3645376,brooklyn,11207,-8226202.01,4964845.87
3423599,queens,11413,-8210278.87,4965085.43
1005698,queens,11378,-8227500.07,4972020.41
4108598,queens,11694,-8219643.07,4950846.31
4469956,queens,11377,-8226302.31,4974545.73
4536073,queens,11377,-8228036.56,4974707.63
328913,brooklyn,11212,-8226714.83,4963083.89
111155,bronx,10458,-8224581.73,4992609.86
4055015,brooklyn,11208,-8224606.81,4965329.68
4030802,queens,11385,-8226338.94,4969519.10
4580561,manhattan,10040,-8229519.34,4991976.46
3808768,queens,11373,-8224410.88,4975231.46
4366022,manhattan,10016,-8236056.68,4974895.71
2829707,manhattan,10004,-8238720.86,4968479.27
1020135,brooklyn,11228,-8239672.03,4954122.00
3599915,queens,11104,-8229076.28,4974819.30
3360529,manhattan,10002,-8237039.59,4970202.26
3157913,brooklyn,11235,-8233628.29,4949947.65
3184670,staten island,10314,-8255381.42,4955913.04
4086091,brooklyn,11216,-8232030.70,4965201.98
3192559,brooklyn,11210,-8231416.04,4956059.81
1021790,brooklyn,11231,-8236625.67,4965557.93
4279345,bronx,10462,-8221258.32,4987898.63
3784809,bronx,10469,-8220602.64,4993796.50
3671381,bronx,10465,-8217668.26,4985473.79
3744733,bronx,10469,-8220949.29,4994817.37
4458273,queens,11413,-8210020.61,4963178.56
4511040,bronx,10463,-8227065.85,4993942.25
